sample_id,source,time_bucket_id,atoms,native_delta_time_ps,rollout_frame0_rmsd,rollout_future_rmsd,rollout_future_drmsd,rollout_future_bond_rmse,rollout_future_contact_error,rollout_future_clash_rate,rollout_velocity_rmse,rollout_acceleration_rmse,rollout_frequency_retention,one_step_rmsd,one_step_drmsd,one_step_bond_rmse,one_step_contact_error,one_step_clash_rate,elapsed_s
atlas_3bl9_A_R1_w000012,atlas,dt_100ps,2466,100.0,0.0,3.1028206144870887,2.1772440679129677,0.03845279329758284,7.722822192590684e-05,0.0,0.011347498466893386,0.00017984604989735196,0.12168616056442261,1.5983897719431166,1.1327225748083278,0.03667350197902146,6.789051985833794e-05,0.0,9.409377107047476
atlas_3bl9_A_R1_w000013,atlas,dt_100ps,2466,100.0,0.0,3.0944807942704053,2.1456493804995462,0.03888330335146285,5.1741808420047164e-05,0.0,0.010809284128810598,0.00017489928547115158,0.11886757612228394,1.640013662606991,1.3294341423103815,0.03730580455545569,2.867220973712392e-05,0.0,9.405927816056646
atlas_3bl9_A_R1_w000014,atlas,dt_100ps,2466,100.0,0.0,3.6915128177821757,2.369659643722575,0.0393116115601774,5.0731141527649015e-05,0.0,0.01211367252543502,0.0001940622154057628,0.10907924175262451,2.0434114694928147,1.6992438654304098,0.03772677506943674,1.6478281395393424e-05,0.0,9.397669128025882
atlas_3bl9_A_R1_w000015,atlas,dt_100ps,2466,100.0,0.0,3.801067533620207,2.6698655273920986,0.039877041822825185,0.00010691110219340771,0.0,0.011351416132364643,0.00017553431270760734,0.09005481004714966,1.7907757946916856,1.2583078866031925,0.03815236625688299,4.5809621951775625e-05,0.0,9.369779561995529
misato_4DCV_w000005,misato,dt_80ps,3218,80.0,0.0,1.832443809012065,1.403009963045751,0.043308186654910936,0.00011794605961767957,0.0,0.009917575375535417,0.00020209604158152877,0.36882394552230835,1.224907651651155,0.9457145340431012,0.04080685206527242,1.8763559637591243e-05,0.0,12.365986110060476
misato_5HJQ_w000000,misato,dt_80ps,2334,80.0,0.0,1.7033285316852493,1.2748156619983988,0.04097063997950027,0.00023160726414062083,0.0,0.009360812393002174,0.00019257841036292886,0.4252743124961853,1.366150293647135,0.9809608592314247,0.03827559644689794,0.00013761033187620342,0.0,9.16432508698199
misato_5HJQ_w000001,misato,dt_80ps,2334,80.0,0.0,1.6964007984842204,1.3270573082991528,0.04430022502859777,0.0001954263134393841,0.0,0.009177245160118273,0.00019039387136101027,0.42975789308547974,1.2378089076112595,0.9929877830860223,0.07173088412597457,0.00011332616122672334,0.0,9.143557756906375
misato_5HJQ_w000002,misato,dt_80ps,2334,80.0,0.0,1.6127160215948106,1.240698155473113,0.0408742503250017,0.00021141953766345978,0.0,0.00971518880930079,0.00020340173017220696,0.4162128269672394,1.2374849857999333,0.9257955429325866,0.03897378802121035,0.0001004481891868636,0.0,9.111147257965058
misato_5HJQ_w000003,misato,dt_80ps,2334,80.0,0.0,1.610905706349048,1.219239454532375,0.0421400447347766,0.00019567161507438868,0.0,0.009178669757681645,0.00019053677987079866,0.47043177485466003,1.1602200577268453,0.8579077245670219,0.04047881949969857,0.00013319503341335803,0.0,9.104349358007312
misato_5HJQ_w000004,misato,dt_80ps,2334,80.0,0.0,1.7130426145865865,1.269722322610355,0.04130056581654777,0.00016898353351280093,0.0,0.009535280115436695,0.0001955918494312685,0.42776986956596375,1.3357959248442501,1.016783654929005,0.03841391888243086,7.91075435699895e-05,0.0,9.09371648891829
misato_5HJQ_w000005,misato,dt_80ps,2334,80.0,0.0,1.5845790362978995,1.2095080891402163,0.041208504824228095,0.00014423330139834434,0.0,0.009455020177386239,0.0001959991235533951,0.4190404713153839,1.276780217070278,0.9816245755129486,0.03712152765201699,1.913298729050439e-05,0.0,9.102033649920486
misato_4J8T_w000000,misato,dt_80ps,1074,80.0,0.0,1.5176732488838984,1.1504845054673951,0.0426552986883448,0.0005702860071323812,0.0,0.008419497917628449,0.00017415713259870316,0.46570858359336853,1.192373464736726,0.889765240803732,0.0422312934719271,0.0002090661582769826,0.0,4.790074550081044
misato_4J8T_w000001,misato,dt_80ps,1074,80.0,0.0,1.4388307134158962,1.094795708084753,0.04327600794249998,0.0002643525367602706,0.0,0.008847950395348228,0.0001835966743227831,0.5069947242736816,1.1081673940089247,0.8216877626131537,0.03972689249151078,4.5297667384147644e-05,0.0,4.778128726989962
misato_4J8T_w000002,misato,dt_80ps,1074,80.0,0.0,1.7057811777663978,1.289858346968552,0.04357097186598035,0.0003824749437626451,0.0,0.008486861283802737,0.00017375877509259377,0.5199973583221436,1.224833831416041,0.9287293569701724,0.04298713680825489,0.00035018581547774374,0.0,4.791655236971565
misato_4J8T_w000003,misato,dt_80ps,1074,80.0,0.0,1.394799813020528,1.0507081300614989,0.0444016813603146,0.0004029169213026762,1.1614786643576736e-07,0.008044627202501512,0.00016833830654823203,0.7165042757987976,1.0240523260575634,0.7901366071049158,0.040760655592619384,0.00017596401448827237,0.0,4.758911408018321
atlas_3bl9_A_R1_w000016,atlas,dt_100ps,2466,100.0,0.0,2.585078716297031,1.9101810882763302,0.03914698018800796,4.838023960473947e-05,0.0,0.010826360512798828,0.0001738189992799236,0.16256433725357056,1.954262181152702,1.254541729241772,0.03787024105768586,0.00012193928705528378,0.0,9.37719972897321
atlas_3bl9_A_R1_w000017,atlas,dt_100ps,2466,100.0,0.0,2.6279038307848634,2.0786015243860896,0.03804791368059537,5.1214501581853256e-05,0.0,0.010066618918097528,0.00016466694964107292,0.19079837203025818,1.8309236932309796,1.355495397652102,0.03730828532499937,0.00010414273856440559,0.0,9.36928496195469
atlas_3bl9_A_R1_w000018,atlas,dt_100ps,2466,100.0,0.0,2.1273477711886457,1.5639059988832116,0.03926563345166733,5.5323085689451545e-05,0.0,0.009837288839355012,0.00016112077596732788,0.2391922026872635,1.572083039670031,1.1289587305667448,0.03787818820107957,1.1864362932101358e-05,0.0,9.43297881190665
atlas_3bl9_A_R1_w000019,atlas,dt_100ps,2466,100.0,0.0,2.5527769638279763,1.8047004468048857,0.04043480494034623,6.375996599672362e-05,0.0,0.010817561695617735,0.00017974536421999914,0.1959984451532364,1.6732324811222643,1.1329392987023035,0.03729595942276392,5.998094638925977e-05,0.0,9.383991925045848
