checkpoint,history,path,system,aligned_rmsd,drmsd,bond_rmse,contact_f1,contact_occupancy_mae,rmsf_prediction,rmsf_target,rmsf_absolute_error,rmsf_correlation,velocity_rmse,dynamic_correlation
pilot_48,H4,generated,atlas_3hdj_B,1.780511557351841,1.3958111236389386,0.5133228302019782,0.7758485981157643,0.002692983917482699,0.7007040679454803,0.8374503056208292,0.1367462376753489,0.6177903612454733,0.00958186045152769,-0.003064687150375297
pilot_48,H4,generated,atlas_3l4h_A,1.984374159110497,1.4854435670675885,0.5663398785370916,0.7530748738412131,0.0073592646982006795,0.9233549733956655,0.9587641457716624,0.05951356887817383,0.6068487564722697,0.011904728899766912,-0.0029223854653537273
pilot_48,H4,generated,atlas_3rv1_B,3.4981604615018647,2.4727128165199987,0.5560639086698836,0.7665229010010884,0.003224954894456352,0.8108897308508555,1.8759185075759888,1.0650287667910259,0.5560648789008459,0.014891743455139274,0.00855339456272001
pilot_48,H4,generated,atlas_5ef9_A,2.405598949458854,1.7488625788340377,0.5618395874338479,0.7483804908646327,0.004737731911271539,0.8890300194422404,1.0128785769144695,0.123848557472229,0.7188874185085297,0.012268204173088645,0.004420331562869251
pilot_48,H4,generated,atlas_5ii7_A,2.9444461421874055,2.231334552757252,0.5701463246430792,0.7653549908615164,0.005526301956647976,0.8647703329722086,1.1872182885805767,0.3224479556083679,0.6397856076558431,0.013131147774609858,0.00031257110337416333
pilot_48,H4,generated,atlas_6xb3_H,1.7615931663895747,1.3372636722564744,0.5255665604286338,0.7584883662926726,0.0033562587153289224,0.8146446645259857,0.8813096980253855,0.0696292519569397,0.6381077269713084,0.010725025013677577,0.0016260916211952765
pilot_48,H4,persistence,atlas_2ejn_B,2.454109964709659,1.4152426354226224,0.041532165511325464,0.8856017349417241,0.0026458125866479216,5.462435221185539e-07,1.107673744360606,1.107673188050588,0.2631167198220889,0.00948590845601574,
pilot_48,H4,persistence,atlas_3f0o_B,1.4642819876310031,1.0457299359481038,0.04172298193005258,0.8750081938367744,0.0021145325085714984,5.588612358072472e-07,0.7616279621918997,0.7616274158159891,0.15250475270052752,0.006662196002231466,
pilot_48,H4,persistence,atlas_3hdj_B,1.6283340422292172,1.2493860197984086,0.041774217820921646,0.8654692800741,0.0015897392757697453,6.394761650578099e-07,0.8374503056208292,0.8374496599038442,0.12325610592961311,0.00681171656157619,
pilot_48,H4,persistence,atlas_3l4h_A,1.6903461087788179,1.2015311158484112,0.04149271609710827,0.8712509875141284,0.003742503280866396,4.35044659260105e-07,0.9587641457716624,0.9587636888027191,0.19875624279181162,0.007862017746423606,
pilot_48,H4,persistence,atlas_3rv1_B,3.449061999050412,2.4154075940758712,0.04157545021494901,0.8686670816735148,0.0017705849679396886,7.616811975215872e-07,1.8759185075759888,1.8759177525838215,0.20452531551321348,0.012848229112846117,
pilot_48,H4,persistence,atlas_5ef9_A,2.2254137950818724,1.549917778571219,0.04168863874352683,0.8599774123475132,0.0025728406468421483,4.6499607719852065e-07,1.0128785769144695,1.0128781100114186,0.20971427547434965,0.008745855805180216,
pilot_48,H4,persistence,atlas_5ii7_A,2.771671885475049,2.0605866052222206,0.04180591567665903,0.8767879824698496,0.0028315946471906047,5.972298566803147e-07,1.1872182885805767,1.1872176726659138,0.3149551525712013,0.010092157068111328,
pilot_48,H4,persistence,atlas_6xb3_H,1.5538399749351821,1.1210868276101413,0.041694417258501815,0.8627072135225742,0.0018663658229382766,6.805322527725366e-07,0.8813096980253855,0.8813090225060781,0.18576392779747644,0.007560973800854166,
pilot_48,H8,clean_latent_decoder_oracle,atlas_2ejn_B,0.06470638464572144,0.05645609981716878,0.03543621670883149,0.9827493976844316,0.0004000274762825287,0.9851274689038595,0.9854027926921844,0.0004660387833913167,0.9999706745147705,0.00020249826957758024,0.9997540911038717
pilot_48,H8,clean_latent_decoder_oracle,atlas_3f0o_B,0.06579009014821545,0.05770430251998324,0.036247456296626165,0.9830094045975141,0.0002867580988112804,0.7058096528053284,0.7058242658774058,0.00022702415784200033,0.9998823205629984,0.00020435289998662067,0.999517818291982
pilot_48,H8,clean_latent_decoder_oracle,atlas_3hdj_B,0.06486419032701403,0.056808082334838896,0.03674056185115219,0.9828140428681998,0.00020393667838409084,0.763591339190801,0.7621748844782511,0.0014164547125498454,0.9998530646165212,0.0002095248235710458,0.9995309114456177
pilot_48,H8,clean_latent_decoder_oracle,atlas_3l4h_A,0.0626155277685584,0.053699810188582525,0.03607806999143246,0.9837384402095625,0.00047582323224979925,0.8777680397033691,0.8772549529870352,0.0005918443202972412,0.9998802741368612,0.00021099987761370796,0.9996352195739746
pilot_48,H8,clean_latent_decoder_oracle,atlas_3rv1_B,0.06607264514791826,0.057610917854038525,0.03815012015821912,0.9827438067789104,0.00023306579211323207,1.747688889503479,1.7486091653505962,0.0009202758471171061,0.9999477366606394,0.0002315100188220964,0.9998390674591064
pilot_48,H8,clean_latent_decoder_oracle,atlas_5ef9_A,0.0621942844712621,0.05376194171105126,0.036848065851337965,0.9832549596470352,0.0003080826667214768,0.8798837264378866,0.8789615134398142,0.0009222129980723063,0.999931534131368,0.0002115223007682421,0.9996748467286428
pilot_48,H8,clean_latent_decoder_oracle,atlas_5ii7_A,0.061722541543122345,0.05430572577533577,0.03704125967339004,0.9829649636526238,0.00039277884477583364,1.099645088116328,1.09953307112058,0.00022419293721516928,0.9999644855658213,0.00021210753407470244,0.9997645815213522
pilot_48,H8,clean_latent_decoder_oracle,atlas_6xb3_H,0.06745541344911905,0.05952833644999902,0.03717024072521151,0.9829818832792331,0.00023124359038478393,0.8159843186537424,0.8154764076073965,0.0005079110463460287,0.9998625119527181,0.00021430876649819399,0.9995926221211752
pilot_48,H8,generated,atlas_2ejn_B,2.4440381195946217,1.5964771099054322,0.5802501262855729,0.7672740866077907,0.005507634780231582,0.785761833190918,0.9854027926921844,0.19964095950126648,0.6252915859222412,0.012230912850656361,0.0007454354781657457
pilot_48,H8,generated,atlas_3f0o_B,1.7164152199670462,1.2677808646742832,0.590524483548936,0.7636713478497569,0.004083197023943427,0.7676761249701182,0.7058242658774058,0.06886335213979085,0.5745213826497396,0.010138453108905739,0.009787585663919648
pilot_48,H8,generated,atlas_3hdj_B,1.7450896864483616,1.3689779759566854,0.5451430412478678,0.7685291784171943,0.002785477357643971,0.6980004409948984,0.7621748844782511,0.06666176517804463,0.5855280061562856,0.009739481879100237,-0.0045076462750633555
pilot_48,H8,generated,atlas_3l4h_A,2.0351765214135877,1.5542272600384732,0.6140074792833295,0.7381904685302928,0.00784595908192823,0.938228706518809,0.8772549529870352,0.06601483623186748,0.5464226305484772,0.012219381184058133,0.010427270472670594
pilot_48,H8,generated,atlas_3rv1_B,3.2447147545217905,2.2996572964278346,0.6105292761800806,0.756268766542668,0.003388949025889523,0.8171365956465403,1.7486091653505962,0.9314725796381632,0.5162554482618967,0.01539687174617003,0.0010509034618735313
pilot_48,H8,generated,atlas_5ef9_A,2.17871126691997,1.6354175886862155,0.6256061516858658,0.7383827251822632,0.004929669308971537,0.8901617228984833,0.8789615134398142,0.025284647941589355,0.65107990304629,0.0123189997123287,-0.006525023219486077
pilot_48,H8,generated,atlas_5ii7_A,2.6504735414878478,2.0185808773134455,0.6526701406944723,0.7515618845679718,0.005950012174191606,0.8898772795995077,1.09953307112058,0.2096557915210724,0.6190802653630575,0.013569374029997276,-0.015468239648422847
pilot_48,H8,generated,atlas_6xb3_H,1.8162483028516565,1.3615312797924053,0.5621851123594896,0.7505313379856343,0.0034815492711076554,0.8011127213637034,0.8154764076073965,0.057069857915242515,0.6125068267186483,0.010834738432951907,0.0060832729407896595
pilot_48,H8,persistence,atlas_2ejn_B,2.294841962987157,1.39498108821011,0.04172810794186473,0.8892362523401097,0.0025602688305517668,0.0,0.9854027926921844,0.9854027926921844,,0.009389395022200684,
pilot_48,H8,persistence,atlas_3f0o_B,1.4204678203711,0.9663731588703462,0.04148315918413639,0.879789281954244,0.0020280708376704507,0.0,0.7058242658774058,0.7058242658774058,,0.006628190555664969,
pilot_48,H8,persistence,atlas_3hdj_B,1.5087789693980387,1.133022611724426,0.04197984562714952,0.8714419899788833,0.0015248948564180315,0.0,0.7621748844782511,0.7621748844782511,,0.00686637517710098,
pilot_48,H8,persistence,atlas_3l4h_A,1.6856636730904013,1.2313600160224794,0.04099101589710836,0.87016482683679,0.003786139342448137,0.0,0.8772549529870352,0.8772549529870352,,0.007833562644664558,
pilot_48,H8,persistence,atlas_3rv1_B,3.1989925091242526,2.2296420843556874,0.04177820528518148,0.8738622161764037,0.0017018380135449863,0.0,1.7486091653505962,1.7486091653505962,,0.013122599102391337,
pilot_48,H8,persistence,atlas_5ef9_A,1.8519186305606083,1.3423426401967926,0.041342713796914066,0.8673796158604755,0.002435523063155295,0.0,0.8789615134398142,0.8789615134398142,,0.008422108433994638,
pilot_48,H8,persistence,atlas_5ii7_A,2.3769527388384097,1.7447943208314893,0.04157694371582005,0.8790838334481511,0.002779980372525305,0.0,1.09953307112058,1.09953307112058,,0.009991997734615805,
pilot_48,H8,persistence,atlas_6xb3_H,1.564841309692798,1.0789945136384014,0.042019336813788326,0.8674922557321155,0.0017961935512436694,0.0,0.8154764076073965,0.8154764076073965,,0.007553327796772018,
capacity_192_step111573,H4,clean_latent_decoder_oracle,atlas_2ejn_B,0.023693282650342217,0.022145381873027215,0.013535545522506165,0.9937659043476534,0.00014429697444752216,1.107093870639801,1.107673744360606,0.0005798737208048502,0.9999963641166687,9.451459061141951e-05,0.9999488790829977
capacity_192_step111573,H4,clean_latent_decoder_oracle,atlas_3f0o_B,0.02528534278669901,0.023876011147089125,0.014245104266360087,0.9935472337665754,0.00010898396442356698,0.7611845632394155,0.7616279621918997,0.00044339895248413086,0.9999811748663584,9.798340702327506e-05,0.9998908340930939
capacity_192_step111573,H4,clean_latent_decoder_oracle,atlas_3hdj_B,0.025783289460952614,0.023651848639063777,0.014401397220645649,0.9933618307743552,7.871658222437568e-05,0.8376454909642538,0.8374503056208292,0.00019518534342447916,0.9999800821145376,9.921390240079527e-05,0.9998930195967356
capacity_192_step111573,H4,clean_latent_decoder_oracle,atlas_3l4h_A,0.024297086362715156,0.022502140248558206,0.014189015364024248,0.9940405263041653,0.00017383745319683201,0.9586847325166067,0.9587641457716624,8.902947107950847e-05,0.9999826649824778,0.0001003857665002531,0.9999180932839712
capacity_192_step111573,H4,clean_latent_decoder_oracle,atlas_3rv1_B,0.026459157342361345,0.024514283985804255,0.01524616449590951,0.9932550257408482,9.093870869296125e-05,1.8755597869555156,1.8759185075759888,0.0003587206204732259,0.9999921719233195,0.00011000474358890836,0.999962737162908
capacity_192_step111573,H4,clean_latent_decoder_oracle,atlas_5ef9_A,0.025459876124558273,0.023359608650939268,0.015026750787751906,0.9933184841941204,0.00012284700329437138,1.0127419432004292,1.0128785769144695,0.00013663371404012045,0.9999906718730927,0.00010432637289737631,0.9999275803565979
capacity_192_step111573,H4,clean_latent_decoder_oracle,atlas_5ii7_A,0.02472172451076098,0.022808011506720256,0.01434025651036015,0.9936039880764329,0.0001470944841242095,1.1872462431589763,1.1872182885805767,0.00022123257319132486,0.9999944269657135,0.0001027719010052565,0.9999461472034454
capacity_192_step111573,H4,clean_latent_decoder_oracle,atlas_6xb3_H,0.027123001797712706,0.025319466750845936,0.015045836539161696,0.9933110422355468,9.077954126410414e-05,0.8813124001026154,0.8813096980253855,8.507569630940755e-05,0.9999773601690928,0.00010461375305026862,0.9999032417933146
capacity_192_step111573,H4,generated,atlas_2ejn_B,2.76159871364138,1.980786079095599,0.36261794905093603,0.7700231386961921,0.005466122038086188,0.9952119191487631,1.107673744360606,0.11246182521184285,0.9024191598097483,0.013737606122274768,0.008806960967679819
capacity_192_step111573,H4,generated,atlas_3f0o_B,1.7394596544184946,1.3448875453194038,0.328275887978919,0.774770609582489,0.0038943815112358338,0.8678776820500692,0.7616279621918997,0.10624971985816956,0.6948807636896769,0.010425004115251178,0.004586890592084576
capacity_192_step111573,H4,generated,atlas_3hdj_B,1.8403885859176423,1.4559453057354215,0.32771862334517826,0.7681297346839635,0.0028083134791973257,0.8394999702771505,0.8374503056208292,0.05789440870285034,0.6860296924908956,0.01032466929703893,-0.014531745808199048
capacity_192_step111573,H4,generated,atlas_3l4h_A,2.0167758292716833,1.537030301059593,0.3658708336202598,0.7519824843942091,0.007521456893158189,1.018230011065801,0.9587641457716624,0.06216279665629069,0.7424749533335367,0.01220302521081635,-0.014401309269790849
capacity_192_step111573,H4,generated,atlas_3rv1_B,3.5098222539131876,2.493229041339371,0.3566522368323812,0.7630368346464479,0.003300726677304184,0.9246211051940918,1.8759185075759888,0.9512974123160044,0.5345436235268911,0.015232819244564107,0.013119648753975829
capacity_192_step111573,H4,generated,atlas_5ef9_A,2.433604469829762,1.7399888946680575,0.3691627657355427,0.7505562342618867,0.004732525492962173,1.0089818735917409,1.0128785769144695,0.057251801093419395,0.7515260279178619,0.01298870713884876,0.0016051569643119972
capacity_192_step111573,H4,generated,atlas_5ii7_A,3.0203845340642563,2.3061848016172184,0.38060055722435626,0.7563243952137343,0.005818011456137455,1.0422408978144329,1.1872182885805767,0.15183045466740927,0.7855471968650818,0.014065128443389014,0.02305629275118311
capacity_192_step111573,H4,generated,atlas_6xb3_H,1.795293308049061,1.3671073486422143,0.33747511906863975,0.7612652495904834,0.0033328206537453484,0.8749359448750814,0.8813096980253855,0.03226726253827413,0.680234412352244,0.010890816918223469,0.0020052366987025985
capacity_192_step111573,H4,persistence,atlas_2ejn_B,2.454109964709659,1.4152426354226224,0.041532165511325464,0.8856017349417241,0.0026458125866479216,5.462435221185539e-07,1.107673744360606,1.107673188050588,0.2631167198220889,0.00948590845601574,
capacity_192_step111573,H4,persistence,atlas_3f0o_B,1.4642819876310031,1.0457299359481038,0.04172298193005258,0.8750081938367744,0.0021145325085714984,5.588612358072472e-07,0.7616279621918997,0.7616274158159891,0.15250475270052752,0.006662196002231466,
capacity_192_step111573,H4,persistence,atlas_3hdj_B,1.6283340422292172,1.2493860197984086,0.041774217820921646,0.8654692800741,0.0015897392757697453,6.394761650578099e-07,0.8374503056208292,0.8374496599038442,0.12325610592961311,0.00681171656157619,
capacity_192_step111573,H4,persistence,atlas_3l4h_A,1.6903461087788179,1.2015311158484112,0.04149271609710827,0.8712509875141284,0.003742503280866396,4.35044659260105e-07,0.9587641457716624,0.9587636888027191,0.19875624279181162,0.007862017746423606,
capacity_192_step111573,H4,persistence,atlas_3rv1_B,3.449061999050412,2.4154075940758712,0.04157545021494901,0.8686670816735148,0.0017705849679396886,7.616811975215872e-07,1.8759185075759888,1.8759177525838215,0.20452531551321348,0.012848229112846117,
capacity_192_step111573,H4,persistence,atlas_5ef9_A,2.2254137950818724,1.549917778571219,0.04168863874352683,0.8599774123475132,0.0025728406468421483,4.6499607719852065e-07,1.0128785769144695,1.0128781100114186,0.20971427547434965,0.008745855805180216,
capacity_192_step111573,H4,persistence,atlas_5ii7_A,2.771671885475049,2.0605866052222206,0.04180591567665903,0.8767879824698496,0.0028315946471906047,5.972298566803147e-07,1.1872182885805767,1.1872176726659138,0.3149551525712013,0.010092157068111328,
capacity_192_step111573,H4,persistence,atlas_6xb3_H,1.5538399749351821,1.1210868276101413,0.041694417258501815,0.8627072135225742,0.0018663658229382766,6.805322527725366e-07,0.8813096980253855,0.8813090225060781,0.18576392779747644,0.007560973800854166,
capacity_192_step111573,H8,clean_latent_decoder_oracle,atlas_2ejn_B,0.02362575669787637,0.02207438488513433,0.013478082710980879,0.9938062543656393,0.00014345432195880323,0.984818289677302,0.9854027926921844,0.0005845030148824056,0.9999948740005493,9.407395471011555e-05,0.9999469916025797
capacity_192_step111573,H8,clean_latent_decoder_oracle,atlas_3f0o_B,0.025311853354861674,0.023907849556309507,0.014206059915074546,0.9935461260212445,0.00010896807754828656,0.7054341236750284,0.7058242658774058,0.00039014220237731934,0.9999760985374451,9.770747984984064e-05,0.9998897612094879
capacity_192_step111573,H8,clean_latent_decoder_oracle,atlas_3hdj_B,0.025800643906701805,0.023661901519951168,0.014405586617846406,0.9933131840951299,7.934135902551084e-05,0.7623996039231619,0.7621748844782511,0.0002247194449106852,0.999972532192866,9.937302693417676e-05,0.9998939434687296
capacity_192_step111573,H8,clean_latent_decoder_oracle,atlas_3l4h_A,0.0242951096174438,0.022499975280672203,0.01417186394915487,0.9940861661754411,0.00017281092031735417,0.8772274454434713,0.8772549529870352,0.00011600057284037273,0.9999771515528361,9.983283732345894e-05,0.9999179840087891
capacity_192_step111573,H8,clean_latent_decoder_oracle,atlas_3rv1_B,0.026547678995449218,0.02455239476559436,0.015337396793173854,0.9932391870304206,9.116914541160272e-05,1.748273452123006,1.7486091653505962,0.0003357132275899251,0.9999892910321554,0.00011065967813374002,0.9999632040659586
capacity_192_step111573,H8,clean_latent_decoder_oracle,atlas_5ef9_A,0.025437084691103107,0.023335860039658447,0.015035089295474107,0.9933395657683014,0.00012248676808497658,0.8788665930430094,0.8789615134398142,0.00017045934995015463,0.9999860922495524,0.0001036159499823494,0.9999215205510458
capacity_192_step111573,H8,clean_latent_decoder_oracle,atlas_5ii7_A,0.024772624317098934,0.0228619413455708,0.01440847330941239,0.9936487404772413,0.0001462886567775535,1.099575161933899,1.09953307112058,0.0002054274082183838,0.9999926785628,0.00010244302544432954,0.999945213397344
capacity_192_step111573,H8,clean_latent_decoder_oracle,atlas_6xb3_H,0.02709732777487525,0.02528688905141339,0.01504387391647885,0.9932708087190374,9.139947724607886e-05,0.815402497847875,0.8154764076073965,0.00013240178426106772,0.9999712308247884,0.00010421127075925677,0.9999034504095713
capacity_192_step111573,H8,generated,atlas_2ejn_B,2.7963849403732755,1.9413463322878959,0.3745162405662579,0.7675926889563195,0.005498249374926195,0.9221305350462595,0.9854027926921844,0.08642146984736125,0.8739629586537679,0.013310462707101942,-0.001439891435438767
capacity_192_step111573,H8,generated,atlas_3f0o_B,1.720928275611054,1.2654738222431574,0.34568331543416103,0.7702438632483588,0.003984364772824038,0.8298819561799368,0.7058242658774058,0.12405769030253093,0.7262466053167979,0.010291195556386678,0.01236232581626003
capacity_192_step111573,H8,generated,atlas_3hdj_B,1.748291268594136,1.3540209187487757,0.3307018897467566,0.7710453819429168,0.002762548578514176,0.7934477627277374,0.7621748844782511,0.04019648830095927,0.63157057762146,0.010111280515007278,-0.007024505835336943
capacity_192_step111573,H8,generated,atlas_3l4h_A,2.0345105687887375,1.5794237471340178,0.37300306179545367,0.7490141008143043,0.007547894321906709,0.9466751913229624,0.8772549529870352,0.07261615991592407,0.6961954832077026,0.011914412623221295,-0.01606513827573508
capacity_192_step111573,H8,generated,atlas_3rv1_B,3.241407774000489,2.3138407487791626,0.3701240146833791,0.7639898502634898,0.0032997490669826753,0.8836994270483652,1.7486091653505962,0.8649097482363383,0.4604802628358205,0.015366318255023471,0.004834755289872798
capacity_192_step111573,H8,generated,atlas_5ef9_A,2.18109624730605,1.6270881632671073,0.38632796844055245,0.748080189513316,0.004747764122008648,0.9409517645835876,0.8789615134398142,0.0619902511437734,0.6927009026209513,0.012441514918200294,-0.019289047146836918
capacity_192_step111573,H8,generated,atlas_5ii7_A,2.719260213782507,2.0784374713245946,0.3908839264637363,0.7573095574967814,0.005813889339325713,1.0089045365651448,1.09953307112058,0.10865578055381775,0.7479588687419891,0.014111730133237655,-0.019840904356290896
capacity_192_step111573,H8,generated,atlas_6xb3_H,1.7997707296357717,1.3529634612384296,0.34337750758083985,0.7603609145552827,0.0033468364353137284,0.8283304373423258,0.8154764076073965,0.04724167784055074,0.6321914196014404,0.0107145258335834,0.005126255183616498
capacity_192_step111573,H8,persistence,atlas_2ejn_B,2.294841962987157,1.39498108821011,0.04172810794186473,0.8892362523401097,0.0025602688305517668,0.0,0.9854027926921844,0.9854027926921844,,0.009389395022200684,
capacity_192_step111573,H8,persistence,atlas_3f0o_B,1.4204678203711,0.9663731588703462,0.04148315918413639,0.879789281954244,0.0020280708376704507,0.0,0.7058242658774058,0.7058242658774058,,0.006628190555664969,
capacity_192_step111573,H8,persistence,atlas_3hdj_B,1.5087789693980387,1.133022611724426,0.04197984562714952,0.8714419899788833,0.0015248948564180315,0.0,0.7621748844782511,0.7621748844782511,,0.00686637517710098,
capacity_192_step111573,H8,persistence,atlas_3l4h_A,1.6856636730904013,1.2313600160224794,0.04099101589710836,0.87016482683679,0.003786139342448137,0.0,0.8772549529870352,0.8772549529870352,,0.007833562644664558,
capacity_192_step111573,H8,persistence,atlas_3rv1_B,3.1989925091242526,2.2296420843556874,0.04177820528518148,0.8738622161764037,0.0017018380135449863,0.0,1.7486091653505962,1.7486091653505962,,0.013122599102391337,
capacity_192_step111573,H8,persistence,atlas_5ef9_A,1.8519186305606083,1.3423426401967926,0.041342713796914066,0.8673796158604755,0.002435523063155295,0.0,0.8789615134398142,0.8789615134398142,,0.008422108433994638,
capacity_192_step111573,H8,persistence,atlas_5ii7_A,2.3769527388384097,1.7447943208314893,0.04157694371582005,0.8790838334481511,0.002779980372525305,0.0,1.09953307112058,1.09953307112058,,0.009991997734615805,
capacity_192_step111573,H8,persistence,atlas_6xb3_H,1.564841309692798,1.0789945136384014,0.042019336813788326,0.8674922557321155,0.0017961935512436694,0.0,0.8154764076073965,0.8154764076073965,,0.007553327796772018,
