sample_id,source,time_bucket_id,atoms,native_delta_time_ps,rollout_frame0_rmsd,rollout_future_rmsd,rollout_future_drmsd,rollout_future_bond_rmse,rollout_future_contact_error,rollout_future_clash_rate,rollout_velocity_rmse,rollout_acceleration_rmse,rollout_frequency_retention,one_step_rmsd,one_step_drmsd,one_step_bond_rmse,one_step_contact_error,one_step_clash_rate,elapsed_s
misato_4U03_w000004,misato,dt_80ps,3166,80.0,0.0,1.856695215541066,1.438660360637723,0.07951864029704296,9.727404540171847e-05,0.0,0.009459769701395655,0.0001931526381516212,0.5074208974838257,1.3929250747757052,1.0596314583991404,0.07244022644061356,1.998507968892227e-06,0.0,12.178279338986613
misato_4U03_w000005,misato,dt_80ps,3166,80.0,0.0,1.798848403667252,1.3723754109184747,0.07904943762084711,8.638884173706174e-05,0.0,0.009460330393260306,0.00019427069436100028,0.5366766452789307,1.3867689526564106,1.072576203384473,0.07074634169077566,0.00010532136366236955,0.0,12.17822423495818
misato_5ZU0_w000000,misato,dt_80ps,3150,80.0,0.0,2.092011484344353,1.534969250498389,0.07981354921445899,5.428082658909261e-05,0.0,0.01007742158404242,0.00020543886318018917,0.4455256462097168,1.2981971527456262,0.9312148170737619,0.07125287574582094,4.340582017903216e-05,0.0,11.995628623990342
misato_5ZU0_w000001,misato,dt_80ps,3150,80.0,0.0,1.952982233551673,1.4747364519954873,0.08051476702111769,8.581567090004683e-05,0.0,0.010628500663146282,0.000219119864324662,0.3950723111629486,1.422153403724857,1.1014750019791855,0.06905157920422524,9.95305526885204e-05,0.0,12.009354138048366
atlas_3bl9_A_R1_w000006,atlas,dt_100ps,2466,100.0,0.0,3.700091701092904,2.4863973579446705,0.08049379023967015,6.466078048106283e-05,0.0,0.011633707211530805,0.00018372036067053262,0.13371479511260986,1.6151968825946443,1.1893588625383933,0.07650022467665153,5.899224925087765e-05,0.0,21.041938875918277
atlas_3bl9_A_R1_w000007,atlas,dt_100ps,2466,100.0,0.0,3.6868501510856198,2.530078758250268,0.07910068240676879,0.00010590042802505195,0.0,0.011669885937583526,0.0001889926158215666,0.1178726851940155,2.234457908105884,1.3524957863394769,0.07515915397636763,3.460439256741665e-05,0.0,24.173130890005268
misato_5ZU0_w000002,misato,dt_80ps,3150,80.0,0.0,2.017098531378804,1.559502358290787,0.08004192080497526,7.434845610987395e-05,0.0,0.010691781205160632,0.00021880109269168923,0.4146941602230072,1.526462778916499,1.1169805268320852,0.07467342069430545,9.852111543295905e-05,0.0,31.235975912073627
misato_5ZU0_w000003,misato,dt_80ps,3150,80.0,0.0,1.9883371881136922,1.492284561915005,0.0806871838256882,0.00010849435784621164,0.0,0.01012283882268268,0.00020773104630984038,0.4786871373653412,1.3021428310787981,0.9911254545286043,0.07219564103484287,5.4307743994286284e-05,0.0,33.28668753802776
atlas_3bl9_A_R1_w000008,atlas,dt_100ps,2466,100.0,0.0,3.7355258078231888,2.5702331901767175,0.09209066412874825,7.36908768885769e-05,0.0,0.011955266707856677,0.000187080028548772,0.12928028404712677,2.0915383571871113,1.6040563751882615,0.07716628363180739,0.00010447231034049764,0.0,25.436339413980022
atlas_3bl9_A_R1_w000009,atlas,dt_100ps,2466,100.0,0.0,4.563794932085457,2.8861970546222846,0.08069536119138837,4.767716382048093e-05,0.0,0.011720529932706104,0.0001812611547896324,0.0628635510802269,1.7924697613792497,1.4341174424254184,0.08053645530926325,8.898272062651813e-05,0.0,25.631700554979034
misato_5ZU0_w000004,misato,dt_80ps,3150,80.0,0.0,1.9192912403886855,1.4483247451761723,0.08097100246606083,0.0001553457259433344,1.3459169778684554e-08,0.010053274408384468,0.00020792653815288365,0.46638065576553345,1.3150168311198682,0.9933611918922937,0.07289377630930455,7.9139914305415e-05,0.0,33.466082590050064
misato_5ZU0_w000005,misato,dt_80ps,3150,80.0,0.0,1.9466771620746197,1.5394808592738516,0.08097327118941482,0.00011216871644137427,0.0,0.010402257328121209,0.0002128773775810226,0.4365684688091278,1.4371120924637515,1.0849033618555293,0.0748379221411208,2.3822729417588562e-05,0.0,33.0104235180188
misato_4DCV_w000000,misato,dt_80ps,3218,80.0,0.0,2.0044207590968246,1.41956838119391,0.07840437112068295,4.8772355512483045e-05,0.0,0.009981527345252329,0.00020577848206137136,0.41805538535118103,1.234890021550878,0.9871538690367246,0.07578227777374028,5.0100636144634336e-05,0.0,33.358484764932655
misato_4DCV_w000001,misato,dt_80ps,3218,80.0,0.0,2.061699220507755,1.5486274579624688,0.07913408964630868,4.091874507139437e-05,0.0,0.01033138905027489,0.00020888415233650956,0.4381987750530243,1.3162944983978513,0.9978298242381003,0.08216735640583954,6.789700273657218e-05,0.0,34.1167060789885
atlas_3bl9_A_R1_w000010,atlas,dt_100ps,2466,100.0,0.0,2.42760798032426,1.7753807546007596,0.08810845772305834,8.294069266412407e-05,0.0,0.010558029422773707,0.0001761832742727129,0.2718093693256378,1.878639122894827,1.2045857367969357,0.07199715672200303,9.096011490328237e-05,0.0,25.877561402972788
atlas_3bl9_A_R1_w000011,atlas,dt_100ps,2466,100.0,0.0,3.1140394639667126,2.411127077314463,0.08038281706343668,6.490246596513316e-05,0.0,0.01132620364062339,0.00018722861644110647,0.18151864409446716,1.723541931695809,1.3299143686190842,0.07724485528968295,3.98774427594617e-05,0.0,25.584492831956595
misato_4DCV_w000002,misato,dt_80ps,3218,80.0,0.0,1.9481983763087753,1.5042518912112175,0.07809173054410024,7.415152504108846e-05,0.0,0.010156691465961754,0.0002078378323297829,0.43304523825645447,1.3583031736820859,1.0223890568953498,0.06959095250867639,0.00011180759611306712,0.0,33.295873780036345
misato_4DCV_w000003,misato,dt_80ps,3218,80.0,0.0,1.7919046406577939,1.3999764695914896,0.07925217030739384,3.6056986573385075e-05,0.0,0.010065898641386867,0.00020882454759889007,0.47015899419784546,1.3026672529003214,1.026906083438145,0.07450694672588609,1.3540712643589359e-05,0.0,33.37189319101162
misato_4DCV_w000004,misato,dt_80ps,3218,80.0,0.0,1.899767437304281,1.450270772184487,0.07911435070980964,2.6526900910539553e-05,0.0,0.009940653503249726,0.0002053803084047965,0.47592419385910034,1.3038711735125539,1.0504220114459364,0.07548336491731165,3.7140242056921124e-05,0.0,33.19996290199924
atlas_3bl9_A_R1_w000012,atlas,dt_100ps,2466,100.0,0.0,3.138713197845588,2.2138710644540383,0.07957203788740652,9.074041008716449e-05,0.0,0.011421575011468725,0.00018075381488814594,0.1472463756799698,1.625273901523791,1.1561531335618713,0.0736462415141395,8.338010957231745e-05,0.0,25.793263325002044
atlas_3bl9_A_R1_w000013,atlas,dt_100ps,2466,100.0,0.0,3.1437856986898947,2.20101416360474,0.07998178373846403,8.355587488040328e-05,0.0,0.010889201848963047,0.00017588630794521942,0.1485147327184677,1.664719143110769,1.3462722969865204,0.07386955191380064,3.427482442930341e-05,0.0,25.85030926205218
atlas_3bl9_A_R1_w000014,atlas,dt_100ps,2466,100.0,0.0,3.729850166522708,2.40777163263552,0.08014559229701398,6.569342076545581e-05,0.0,0.012186662846937188,0.00019501421954214198,0.136129230260849,2.066240560021965,1.7086701022418833,0.0765125073731984,1.6148716895258985e-05,0.0,25.818323765066452
atlas_3bl9_A_R1_w000015,atlas,dt_100ps,2466,100.0,0.0,3.858427232515622,2.7393805328459484,0.08033635789797759,0.00012106044596293941,0.0,0.011436720699475217,0.0001767873663558237,0.11219487339258194,1.8078601906700085,1.276349395184305,0.07916205059677192,4.515049295150675e-05,0.0,25.995205992017873
misato_4DCV_w000005,misato,dt_80ps,3218,80.0,0.0,1.9044011640112881,1.4574882056673473,0.08014499093987543,0.0001041732175508514,0.0,0.010025359355725212,0.00020396040577180065,0.4254991412162781,1.2482425255760818,0.9660767618802197,0.07508240620576184,1.7602926163817756e-05,0.0,33.76503356709145
misato_5HJQ_w000000,misato,dt_80ps,2334,80.0,0.0,1.7801355589992849,1.343512003914204,0.07880078635132776,0.00018993169942405075,0.0,0.009501681918158091,0.0001948857605526556,0.5040317177772522,1.3926885916833118,1.0000050663819717,0.07285469549565478,0.00013945004320703447,0.0,11.1730365420226
misato_5HJQ_w000001,misato,dt_80ps,2334,80.0,0.0,1.7663833879883513,1.38456029405385,0.07994241379718742,0.0001676344109000638,0.0,0.009333893456034201,0.00019334231785021397,0.50931715965271,1.2609382790110473,1.0126180886057596,0.08271361274658935,0.00012252471060492098,0.0,9.132105041993782
misato_5HJQ_w000002,misato,dt_80ps,2334,80.0,0.0,1.694193950057483,1.3086383868902907,0.07697557446228889,0.00020626833429560065,0.0,0.009819366802046614,0.0002047552374455586,0.49252063035964966,1.2687149005413276,0.9541396384318821,0.07197746936227213,0.0001048634949256666,0.0,9.119164641015232
misato_5HJQ_w000003,misato,dt_80ps,2334,80.0,0.0,1.679708862168846,1.2746763229908817,0.0766264148734383,0.00017759337788447738,0.0,0.009300416564360483,0.00019261503566422622,0.5589513778686523,1.1820421781873074,0.883635078630644,0.07207958981005268,0.00014938449021428823,0.0,9.1227682470344
misato_5HJQ_w000004,misato,dt_80ps,2334,80.0,0.0,1.7871824822819817,1.3385890947343124,0.07799562530464786,0.00016407764633186162,0.0,0.009661970029540945,0.00019768202812620614,0.5016202330589294,1.3640539389709783,1.0478004805742718,0.0709373045752686,5.8134846767643467e-05,0.0,9.117732607992366
misato_5HJQ_w000005,misato,dt_80ps,2334,80.0,0.0,1.6746406141160985,1.2758063534043966,0.08301668680661857,0.00010562390525592491,0.0,0.00959091669012271,0.0001980533105598195,0.5214358568191528,1.3061436276724372,1.0031797400063847,0.0731565324286167,3.311478621981223e-06,0.0,9.096638703951612
misato_4J8T_w000000,misato,dt_80ps,1074,80.0,0.0,1.6092859632436118,1.2284819047966897,0.08069423880034972,0.0006071048555895686,0.0,0.008643702912683992,0.00017787700804651731,0.6000087261199951,1.2329290105303403,0.9242148366218066,0.07997351011808786,0.0003449591458775103,0.0,4.768374350038357
misato_4J8T_w000001,misato,dt_80ps,1074,80.0,0.0,1.5673440993807477,1.1919550397829666,0.07968154842927633,0.00036145217018201947,0.0,0.009015895962646198,0.00018604987174960697,0.6728543639183044,1.1367480611790906,0.8492051489336563,0.07256880838468038,0.0001080175134120509,0.0,4.762820677016862
misato_4J8T_w000002,misato,dt_80ps,1074,80.0,0.0,1.7955116739172419,1.3818909758805036,0.08192108624897314,0.00030117141432128847,0.0,0.008663744804992834,0.00017632070478868354,0.6236576437950134,1.2347524524578632,0.937400590076509,0.07529972308349858,0.0004129056469537318,0.0,4.764549557934515
misato_4J8T_w000003,misato,dt_80ps,1074,80.0,0.0,1.482836839900216,1.1289807991307506,0.08206630423288606,0.00044914381578564644,0.0,0.008169324491847475,0.00017017475774281935,0.8701125979423523,1.0668759272369663,0.8282130932286752,0.06989688693179626,0.0002961770514957607,0.0,4.7672378370771185
atlas_3bl9_A_R1_w000016,atlas,dt_100ps,2466,100.0,0.0,2.65228837732148,1.9727369839605435,0.08154620089949445,7.514097524108365e-05,0.0,0.010906025343424938,0.00017475791140944818,0.19516050815582275,1.9780508476448553,1.2789392335398362,0.07671618084869126,8.272097329609096e-05,0.0,9.360389010049403
atlas_3bl9_A_R1_w000017,atlas,dt_100ps,2466,100.0,0.0,2.712534848881482,2.1601605544642353,0.07902923856855214,6.184848461998627e-05,0.0,0.010181859701487297,0.00016620008384047867,0.2390998750925064,1.8595304023491368,1.375779321204528,0.0797373364554736,8.832359162624925e-05,0.0,9.364679962978698
atlas_3bl9_A_R1_w000018,atlas,dt_100ps,2466,100.0,0.0,2.1782710897965183,1.6254659131505813,0.08122796759454588,7.38227172405459e-05,0.0,0.009935263869053374,0.00016243821909485434,0.29347988963127136,1.591581627270002,1.1579096970835145,0.0744469484867447,4.943484782415908e-06,0.0,9.366309990989976
atlas_3bl9_A_R1_w000019,atlas,dt_100ps,2466,100.0,0.0,2.611895776991441,1.8626308625606884,0.08083612204420305,6.912089884281158e-05,0.0,0.010911650304537139,0.00018088963877442295,0.238517627120018,1.6914899069732743,1.1534540032689493,0.07282519208407712,7.580009696539491e-05,0.0,9.382861295947805
